INN,STATUS,DATE
6686079122,"ликвидированное","05.2019"
6686081869,"активное","21.06.2016"
6686084605,"активное","05.09.2016"
6686086698,"активное","28.10.2016"
6686088624,"активное","13.12.2016"
6686089674,"активное","18.01.2017"
6686093783,"активное","13.04.2017"
6686097072,"активное","17.07.2017"
6686105904,"активное","25.04.2018"
6686106062,"активное","28.04.2018"
6704008800,"ликвидированное","05.2018"
6705004510,"ликвидированное","04.2018"
6712008949,"ликвидированное","12.2016"
6713002731,"активное","15.12.2002"
6713013211,"ликвидированное","11.2017"
6713014230,"активное","02.04.2015"
6713016068,"активное","22.01.2018"
6714011986,"ликвидированное","12.2016"
6714012235,"активное","31.12.2002"
6714022378,"ликвидированное","10.2017"
6714024738,"активное","07.06.2004"
6714029711,"активное","19.12.2008"
6714031541,"активное","01.02.2011"
6714033490,"ликвидированное","12.2016"
6714034310,"активное","29.08.2013"
6714034503,"активное","01.11.2013"
6714035017,"ликвидированное","07.2019"
6714035105,"ликвидированное","06.2018"
6720003239,"активное","28.10.2002"
6722010538,"активное","01.10.2002"
6722025076,"активное","31.05.2010"
6722029881,"активное","08.12.2015"
6722031344,"активное","06.02.2017"
6722031432,"активное","03.03.2017"
6722032549,"активное","25.01.2018"
6722041470,"ликвидированное","08.2017"
6722042427,"активное","10.04.2014"
6722043068,"ликвидированное","03.2019"
6725019377,"активное","29.05.2014"
6725030821,"в стадии ликвидации","07.2016"
6726012818,"активное","25.10.2007"
6726018721,"ликвидированное","01.2018"
6726019517,"активное","30.05.2014"
6726022196,"активное","30.11.2015"
6726022277,"активное","21.12.2015"
6726024490,"активное","23.08.2018"
6727020339,"активное","28.07.2009"
6727022230,"активное","02.03.2011"
6727022368,"активное","05.04.2011"
6727025009,"активное","31.07.2012"
6727026620,"активное","07.08.2015"
6727028970,"активное","14.11.2016"
6727029250,"активное","03.03.2017"
6727029941,"активное","03.07.2017"
6727030168,"активное","31.08.2017"
6727031027,"активное","27.02.2018"
6727050044,"ликвидированное","01.2018"
6729014919,"ликвидированное","02.2018"
6729016909,"активное","25.11.2008"
6729017557,"активное","12.01.2009"
6729018494,"активное","30.03.2009"
6729018695,"ликвидированное","08.2015"
6729019473,"ликвидированное","07.2016"
6729019882,"ликвидированное","02.2020"
6729021708,"ликвидированное","07.2019"
6729022660,"ликвидированное","02.2020"
6729023670,"активное","19.07.2002"
6729027347,"ликвидированное","11.2018"
6729032516,"активное","15.11.2005"
6729036479,"активное","15.09.2006"
6729047512,"ликвидированное","11.2017"
6730017336,"активное","19.09.2002"
6730033257,"активное","10.01.2003"
6730038230,error,error
6730042364,"ликвидированное","01.2017"
6730052034,"активное","26.03.2004"
6730052475,"активное","30.04.2004"
6730053006,"активное","02.07.2004"
6730053084,"активное","09.07.2004"
6730057265,"активное","21.06.2005"
6730059456,"ликвидированное","02.2018"
6730066855,"ликвидированное","07.2016"
6730067217,"активное","21.12.2006"
6730069550,"активное","20.04.2007"
6730069888,"ликвидированное","01.2017"
6730070474,"ликвидированное","01.2018"
6730072457,"ликвидированное","01.2018"
6730083280,"ликвидированное","06.2015"
6730085216,"ликвидированное","03.2013"
6730085368,"активное","23.12.2009"
6731024248,"активное","14.10.2002"
6731028884,"ликвидированное","06.2018"
6731035426,"активное","22.08.2002"
6731038466,"ликвидированное","12.2016"
6731047950,"ликвидированное","04.2014"
6731058399,"ликвидированное","11.2017"
6731061747,"активное","18.05.2007"
6731063617,"ликвидированное","01.2020"
6731074369,"ликвидированное","01.2020"
6731074591,"ликвидированное","07.2016"
6731078130,"ликвидированное","12.2018"
6731078684,"активное","11.12.2009"
6732002374,"ликвидированное","01.2020"
6732006675,"ликвидированное","05.2019"
6732010696,"активное","08.02.2011"
6732011837,"ликвидированное","01.2020"
6732012005,"ликвидированное","04.2018"
6732021754,"ликвидированное","05.2017"
6732021810,"ликвидированное","01.2017"
6732021948,"активное","07.06.2011"
6732023230,"активное","04.07.2011"
6732023536,"ликвидированное","03.2019"
6732028372,"активное","06.10.2011"
6732028478,"активное","07.10.2011"
6732028541,"ликвидированное","12.2016"
6732030646,"активное","22.11.2011"
6732030702,"активное","23.11.2011"
6732030967,"активное","25.11.2011"
6732036849,"активное","09.04.2012"
6732038236,"ликвидированное","07.2015"
6732042377,"активное","24.08.2012"
6732042754,"активное","05.09.2012"
6732043363,"активное","21.09.2012"
6732044166,"активное","30.12.2014"
6732050064,"активное","09.10.2012"
6732050709,"активное","22.10.2012"
6732051090,"активное","30.10.2012"
6732052304,"активное","03.12.2012"
6732052495,"ликвидированное","06.2015"
6732055009,"ликвидированное","09.2019"
6732057327,"активное","10.04.2013"
6732057736,"ликвидированное","11.2018"
6732058183,"активное","06.05.2013"
6732058497,"активное","14.05.2013"
6732058514,"ликвидированное","04.2018"
6732058881,"активное","24.05.2013"
6732060400,"ликвидированное","10.2018"
6732061041,"активное","12.07.2013"
6732062655,"активное","03.09.2013"
6732064490,"ликвидированное","11.2016"
6732066106,"активное","03.12.2013"
6732066635,"ликвидированное","01.2017"
6732068086,"в стадии ликвидации","01.2014"
6732069347,"активное","18.02.2014"
6732069403,"активное","20.02.2014"
6732071191,"активное","28.03.2014"
6732071610,"активное","03.04.2014"
6732071970,"активное","14.04.2014"
6732072413,"активное","21.04.2014"
6732074330,"активное","09.06.2014"
6732075238,"активное","02.07.2014"
6732075333,"активное","03.07.2014"
6732076190,"активное","21.07.2014"
6732077820,"ликвидированное","02.2019"
6732079360,"ликвидированное","06.2019"
6732079810,"активное","13.10.2014"
6732081400,"активное","17.11.2014"
6732082330,"ликвидированное","07.2017"
6732100124,"активное","14.01.2015"
6732101135,"активное","04.02.2015"
6732101350,"ликвидированное","02.2020"
6732102107,"активное","24.02.2015"
6732102844,"ликвидированное","03.2019"
6732102957,"активное","13.03.2015"
6732103950,"ликвидированное","03.2019"
6732108236,"активное","24.06.2015"
6732108490,"ликвидированное","11.2017"
6732112539,"активное","28.09.2015"
6732113733,"активное","21.10.2015"
6732114350,"ликвидированное","07.2019"
6732114504,"ликвидированное","10.2019"
6732114889,"активное","09.11.2015"
6732115040,"ликвидированное","12.2018"
6732117368,"ликвидированное","10.2018"
6732117505,"активное","25.12.2015"
6732118354,"активное","19.01.2016"
6732118820,"активное","25.01.2016"
6732118851,"активное","26.01.2016"
6732121029,"активное","01.03.2016"
6732122449,"активное","22.03.2016"
6732122865,"активное","25.03.2016"
6732123160,"ликвидированное","05.2019"
6732124206,"активное","20.04.2016"
6732126450,"активное","31.05.2016"
6732127704,"активное","20.06.2016"
6732129162,"активное","13.07.2016"
6732130898,"активное","16.08.2016"
6732132944,"активное","20.09.2016"
6732133747,"активное","04.10.2016"
6732134116,"активное","10.10.2016"
6732134589,"активное","18.10.2016"
6732136233,"активное","18.11.2016"
6732138270,"в стадии ликвидации","12.2016"
6732138456,"активное","10.01.2017"
6732139410,"активное","30.01.2017"
6732140656,"активное","20.02.2017"
6732140663,"активное","20.02.2017"
6732143061,"активное","03.04.2017"
6732146136,"в стадии ликвидации","06.2017"
6732147475,"ликвидированное","09.2019"
6732150982,"активное","21.09.2017"
6732151337,"активное","28.09.2017"
6732155324,"активное","07.12.2017"
6732155853,"активное","19.12.2017"
6732156575,"активное","11.01.2018"
6732159505,"активное","02.03.2018"
6732160973,"активное","04.04.2018"
6732161720,"активное","17.04.2018"
6732166291,"активное","07.08.2018"
6732168877,"активное","08.10.2018"
6803628629,"активное","22.09.2006"
6804008473,"активное","26.03.2014"
6807001420,"активное","16.02.2005"
6807007037,"активное","16.07.2009"
6807007358,"ликвидированное","06.2019"
6807007365,"активное","30.04.2010"
6807007647,"активное","14.01.2011"
6807007654,"ликвидированное","10.2019"
6807007968,"ликвидированное","06.2019"
6808505109,"ликвидированное","02.2018"
6809006840,"активное","21.06.2016"
6811006131,"активное","23.04.2008"
6817000841,"ликвидированное","09.2017"
6818006902,"активное","28.10.2003"
6820022387,"активное","13.02.2006"
6820026825,"ликвидированное","12.2016"
6820031783,"активное","29.04.2011"
6820032152,"ликвидированное","12.2018"
6820032924,"активное","01.08.2012"
6820033300,"активное","22.11.2012"
6820034600,"активное","05.02.2014"
6820034840,"активное","14.03.2014"
6820037023,"активное","19.05.2016"
6820037087,"активное","02.06.2016"
6820037288,"активное","17.08.2016"
6820038531,"активное","06.07.2017"
6824003836,"ликвидированное","09.2013"
6825007223,"активное","31.01.2017"
6826000260,"активное","12.07.2011"
6827019263,"ликвидированное","06.2019"
6827019591,"активное","03.09.2009"
6827021343,"активное","18.03.2011"
6827022731,"активное","31.08.2012"
6827023380,"ликвидированное","03.2019"
6827024908,"ликвидированное","04.2018"
6827025161,"ликвидированное","03.2019"
6827025980,"активное","24.11.2015"
6827026246,"активное","09.02.2016"
6827028564,"активное","16.06.2017"
6828006588,"активное","02.09.2009"
6828007260,"активное","07.09.2011"
6828007817,"ликвидированное","08.2018"
6828008480,"активное","17.06.2015"
6828008761,"ликвидированное","10.2019"
6828008899,"активное","24.10.2016"
6829012778,"активное","25.04.2005"
6829014983,"активное","22.08.2005"
6829021652,"активное","02.05.2006"
6829024692,"активное","27.07.2006"
6829041433,"ликвидированное","09.2019"
6829055041,"активное","07.04.2009"
6829055235,"ликвидированное","08.2017"
6829055242,"активное","13.04.2009"
6829058733,"ликвидированное","10.2018"
6829059173,"ликвидированное","04.2018"
6829060316,"ликвидированное","09.2017"
6829063613,"ликвидированное","12.2018"
6829074654,"ликвидированное","08.2018"
6829074862,"активное","10.06.2011"
6829074870,"активное","10.06.2011"
6829077503,"активное","14.10.2011"
6829079211,"активное","16.12.2011"
6829079892,"активное","27.01.2012"
6829081764,"активное","29.03.2012"
6829085092,"активное","20.08.2012"
6829087903,"активное","28.12.2012"
6829088015,"ликвидированное","01.2017"
6829088336,"активное","24.01.2013"
6829093174,"ликвидированное","12.2018"
6829096305,"ликвидированное","08.2019"
6829096538,"активное","11.12.2013"
6829096746,"активное","17.12.2013"
6829103714,"ликвидированное","10.2016"
6829105920,"активное","03.12.2014"
6829106923,"в стадии ликвидации","01.2015"
6829108568,"ликвидированное","11.2018"
6829108600,"ликвидированное","01.2020"
6829108624,"ликвидированное","03.2018"
6829113222,"активное","08.09.2015"
6829114402,"активное","15.10.2015"
6829115364,"ликвидированное","09.2019"
6829121456,"активное","29.04.2016"
6829122548,"активное","03.06.2016"
6829122844,"активное","14.06.2016"
6829123492,"активное","06.07.2016"
6829125838,"активное","04.10.2016"
6829127507,"активное","28.11.2016"
6829127514,"ликвидированное","09.2019"
6829127666,"активное","01.12.2016"
6829130147,"активное","09.02.2017"
6829136004,"активное","25.08.2017"
6829136205,"в стадии ликвидации","09.2017"
6829138033,"активное","15.11.2017"
6829139245,"ликвидированное","01.2020"
6829142978,"активное","29.06.2018"
6829144750,"в стадии ликвидации","10.2018"
6831020409,"активное","11.07.2002"
6832039272,"активное","25.11.2002"
6901022427,"активное","21.01.2003"
6901029422,"активное","22.04.2003"
6901031213,"ликвидированное","11.2016"
6901044685,"активное","23.12.2003"
6901052862,"активное","27.04.2004"
6901060976,"ликвидированное","08.2016"
6901061391,"активное","14.09.2004"
6901061627,"активное","15.09.2004"
6901091011,"активное","30.11.2005"
6902028397,"активное","12.12.2002"
6904003609,"активное","12.11.2002"
6904033522,"активное","15.12.2002"
6904044348,"активное","11.12.2002"
6905047486,"активное","10.12.2002"
6907007841,"активное","04.02.2003"
6907008098,"активное","11.06.2003"
6908004314,"активное","12.11.2002"
6908006495,"ликвидированное","02.2020"
6908012019,"активное","30.12.2009"
6909010504,"активное","26.02.2016"
6911016863,"ликвидированное","02.2019"
6911028393,"активное","11.03.2008"
6912011402,"активное","18.09.2013"
6912012195,"активное","13.03.2018"
6913015008,"активное","11.11.2009"
6914009790,"активное","20.11.2002"
6914015843,"в стадии ликвидации","08.2011"
6914018788,"ликвидированное","11.2018"
6914018932,"ликвидированное","11.2018"
6916017564,"активное","23.08.2013"
6922006024,"активное","09.11.2017"
6925009175,"активное","29.09.2009"
6928004217,"активное","06.03.2014"
6937004990,"активное","22.09.2014"
6939011248,"активное","17.04.2006"
6949012120,"ликвидированное","10.2018"
6949107164,"активное","14.10.2015"
6949107189,"активное","21.10.2015"
6949107703,"активное","11.02.2016"
6949108619,"активное","02.09.2016"
6949110270,"активное","01.11.2017"
6949110576,"активное","15.01.2018"
6950007750,"активное","20.01.2015"
6950032650,"активное","31.03.2015"
6950034344,"ликвидированное","11.2016"
6950038684,"активное","05.08.2015"
6950038934,"ликвидированное","01.2018"
6950045674,"ликвидированное","11.2018"
6950048146,"активное","26.02.2016"
6950053474,"ликвидированное","09.2019"
6950061718,"ликвидированное","11.2017"
6950069259,"ликвидированное","09.2019"
6950091857,"ликвидированное","11.2016"
6950093766,"ликвидированное","01.2017"
6950093886,"ликвидированное","02.2018"
6950094230,"активное","03.12.2008"
6950095788,"ликвидированное","05.2018"
6950099180,"ликвидированное","11.2016"
6950100251,"активное","21.04.2009"
6950100766,"ликвидированное","07.2016"
6950110997,"ликвидированное","09.2019"
6950111038,"ликвидированное","11.2016"
6950115410,"активное","24.03.2010"
6950117456,"ликвидированное","05.2019"
6950119245,"ликвидированное","04.2019"
6950120184,"активное","09.07.2010"
6950122287,"ликвидированное","05.2019"
6950123026,"активное","21.09.2010"
6950124968,"активное","09.11.2010"
6950127038,"ликвидированное","06.2017"
6950127045,"в стадии ликвидации","12.2010"
6950128095,"ликвидированное","03.2018"
6950130591,"активное","11.03.2011"
6950130619,"ликвидированное","09.2019"
6950131620,"активное","28.03.2011"
6950133169,"активное","20.04.2011"
6950141466,"ликвидированное","06.2014"
6950141723,"активное","27.10.2011"
6950142117,"ликвидированное","04.2017"
6950143103,"активное","21.11.2011"
6950147620,"ликвидированное","05.2019"
6950148503,"активное","22.03.2012"
6950148736,"ликвидированное","11.2016"
6950149338,"активное","04.04.2012"
6950149377,"активное","04.04.2012"
6950149419,"ликвидированное","11.2016"
6950150823,"ликвидированное","11.2017"
6950153479,"ликвидированное","10.2015"
6950153920,"активное","12.07.2012"
6950154401,"в стадии ликвидации","07.2012"
6950155229,"ликвидированное","01.2017"
6950159255,"активное","23.11.2012"
6950159424,"ликвидированное","11.2016"
6950159590,"активное","29.11.2012"
6950163220,"активное","19.02.2013"
6950163727,"ликвидированное","05.2014"
6950164135,"активное","07.03.2013"
6950164939,"активное","28.03.2013"
6950167224,"ликвидированное","06.2015"
6950169133,"активное","05.07.2013"
6950169214,"ликвидированное","12.2017"
6950170178,"ликвидированное","01.2020"
6950171735,"ликвидированное","07.2016"
6950171799,"ликвидированное","07.2018"
6950172305,"активное","27.09.2013"
6950174550,"активное","20.11.2013"
6950174648,"ликвидированное","08.2017"
6950178272,"ликвидированное","08.2018"
6950180377,"ликвидированное","11.2016"
6950183145,"активное","05.06.2014"
6950186523,"ликвидированное","12.2018"
6950187527,"активное","24.09.2014"
6950187559,"ликвидированное","12.2016"
6950189429,"активное","12.11.2014"
6950190537,"ликвидированное","12.2018"
6950190696,"активное","08.12.2014"
6950190865,"активное","10.12.2014"
6950191019,"ликвидированное","12.2018"
6950191837,"в стадии ликвидации","04.2016"
6950194362,"ликвидированное","07.2018"
6950197170,"активное","16.09.2016"
6950198350,"ликвидированное","01.2019"
6950199650,"ликвидированное","11.2017"
6950200055,"активное","23.11.2016"
6950200270,"активное","29.11.2016"
6950203828,"активное","28.02.2017"
6950204476,"ликвидированное","09.2018"
6950204980,"активное","24.03.2017"
6950208329,"активное","21.06.2017"
6950209192,"активное","18.07.2017"
6950211280,"активное","19.09.2017"
6950211770,"активное","03.10.2017"
6950214851,"активное","26.12.2017"
6950215291,"активное","24.01.2018"
6950217002,"ликвидированное","12.2019"
6950218486,"активное","20.04.2018"
6950220904,"активное","26.07.2018"
6950224553,"активное","11.12.2018"
6952001619,"активное","26.12.2014"
6952001739,"ликвидированное","03.2017"
6952002161,"активное","10.02.2015"
6952004232,"активное","02.07.2015"
6952005363,"активное","14.10.2015"
6952006649,"ликвидированное","05.2018"
6952007113,"активное","10.03.2016"
6952021460,"ликвидированное","12.2019"
6952021492,"ликвидированное","08.2015"
6952024782,"ликвидированное","09.2014"
6952024870,"ликвидированное","01.2017"
6952024976,"активное","13.05.2010"
6952026645,"активное","26.10.2010"
6952028586,"активное","06.04.2011"
6952030708,"активное","06.10.2011"
6952032141,"активное","08.02.2012"
6952033579,"активное","29.05.2012"
6952037693,"активное","10.06.2013"
6952039764,"активное","23.12.2013"
6952040417,"ликвидированное","11.2016"
6952042051,"активное","08.07.2014"
6952043400,"активное","21.10.2014"
6952043432,"ликвидированное","04.2017"
6952043560,"активное","31.10.2014"
6952043707,"активное","11.11.2014"
6952314227,"активное","02.04.2018"
6952315485,"активное","22.10.2018"
7002020157,"активное","30.10.2017"
7004006905,"активное","19.04.2010"
7007007696,"ликвидированное","06.2015"
7007010272,"ликвидированное","03.2018"
7007012505,"активное","25.02.2016"
7009003802,"активное","07.03.2008"
7012007525,"ликвидированное","05.2019"
7014001007,"активное","24.07.2002"
7014035246,"активное","19.12.2002"
7014038720,"активное","14.10.2002"
7014043409,"ликвидированное","10.2018"
7014046640,"активное","22.09.2006"
7014046914,"активное","24.11.2006"
7014047450,"ликвидированное","06.2019"
7014048326,"активное","31.07.2007"
7014050043,"активное","18.06.2008"
7014058317,"активное","20.03.2014"
7014060316,"ликвидированное","03.2018"
7014062271,"активное","17.04.2017"
7014062426,"ликвидированное","05.2018"
7014064198,"активное","14.08.2018"
7016000143,"активное","10.06.2013"
7017004060,"ликвидированное","07.2017"
7017014276,"активное","02.11.2004"
7017021298,"ликвидированное","10.2014"
7017042121,"ликвидированное","11.2016"
7017042900,"активное","18.11.2002"
7017049423,"ликвидированное","10.2018"
7017054110,"ликвидированное","03.2019"
7017054960,"активное","13.09.2002"
7017056501,"ликвидированное","06.2018"
7017078590,"активное","12.09.2003"
7017106262,"активное","26.11.2004"
7017111079,"ликвидированное","07.2018"
7017114168,"активное","25.03.2005"
7017117225,"активное","27.04.2005"
7017118892,"активное","27.05.2005"
7017121863,"активное","08.07.2005"
7017124430,"активное","16.08.2005"
7017125642,"ликвидированное","07.2019"
7017132329,"ликвидированное","07.2019"
7017143634,"активное","12.04.2006"
7017146057,"активное","04.05.2006"
7017146667,"ликвидированное","06.2019"
7017159560,"ликвидированное","10.2017"
7017159627,"ликвидированное","09.2017"
7017162789,"активное","03.11.2006"
7017181710,"ликвидированное","03.2017"
7017190440,"ликвидированное","07.2019"
7017191934,"активное","14.09.2007"
7017192705,"ликвидированное","03.2019"
7017193674,"ликвидированное","05.2017"
7017195209,"в стадии ликвидации","10.2007"
7017201406,"активное","15.01.2008"
7017209317,"ликвидированное","06.2019"
7017209726,"ликвидированное","04.2016"
7017210785,"активное","18.04.2008"
7017212863,"ликвидированное","03.2019"
7017217678,"ликвидированное","03.2019"
7017219996,"ликвидированное","01.2017"
7017220381,"активное","15.08.2008"
7017223382,"ликвидированное","07.2019"
7017227676,"активное","20.11.2008"
7017231390,"ликвидированное","04.2016"
7017234183,"ликвидированное","01.2017"
7017234592,"активное","11.03.2009"
7017234761,"ликвидированное","01.2017"
7017238540,"ликвидированное","06.2015"
7017238653,"ликвидированное","09.2015"
7017240532,"активное","04.06.2009"
7017243685,"ликвидированное","02.2019"
7017244417,"активное","20.08.2009"
7017247922,"ликвидированное","04.2015"
7017247993,"ликвидированное","12.2016"
7017249623,"ликвидированное","11.2019"
7017250971,"ликвидированное","05.2014"
7017254045,"активное","26.01.2010"
7017255828,"активное","12.02.2010"
7017256853,"активное","03.03.2010"
7017258258,"ликвидированное","09.2018"
7017259660,"активное","14.04.2010"
7017259710,"ликвидированное","12.2018"
7017260507,"активное","26.04.2010"
7017261973,"активное","20.05.2010"
7017264766,"ликвидированное","08.2013"
7017265230,"активное","08.07.2010"
7017267340,"ликвидированное","04.2019"
7017267781,"ликвидированное","03.2019"
7017271410,"активное","20.10.2010"
7017272823,"ликвидированное","03.2019"
7017275239,"ликвидированное","07.2019"
7017276948,"ликвидированное","03.2017"
7017277733,"активное","01.02.2011"
7017280750,"активное","16.03.2011"
7017281828,"ликвидированное","08.2017"
7017283582,"ликвидированное","08.2018"
7017283624,"активное","28.04.2011"
7017285371,"ликвидированное","01.2020"
7017285639,"ликвидированное","05.2016"
7017289055,"ликвидированное","12.2017"
7017289111,"ликвидированное","01.2018"
7017289898,"ликвидированное","08.2015"
7017291946,"ликвидированное","03.2019"
7017292435,"ликвидированное","09.2014"
7017293421,"ликвидированное","06.2017"
7017294190,"ликвидированное","07.2019"
7017296574,"активное","08.12.2011"
7017297867,"ликвидированное","02.2017"
7017298973,"активное","24.01.2012"
7017299977,"ликвидированное","01.2019"
7017301055,"активное","22.02.2012"
7017301070,"ликвидированное","01.2015"
7017301182,"активное","24.02.2012"
7017301672,"ликвидированное","06.2018"
7017302651,"ликвидированное","02.2017"
7017303180,"активное","26.03.2012"
7017304218,"ликвидированное","01.2017"
7017304352,"активное","09.04.2012"
7017305155,"ликвидированное","06.2015"
7017307473,"активное","24.05.2012"
7017307561,"активное","24.05.2012"
7017308830,"активное","15.06.2012"
7017311141,"ликвидированное","03.2019"
7017312850,"активное","27.08.2012"
7017312868,"активное","27.08.2012"
7017312917,"активное","28.08.2012"
7017314488,"активное","24.09.2012"
7017316083,"активное","18.10.2012"
7017316630,"ликвидированное","07.2019"
7017317464,"активное","09.11.2012"
7017317626,"активное","13.11.2012"
7017318891,"активное","30.11.2012"
7017319430,"ликвидированное","07.2015"
7017320869,"активное","27.12.2012"
7017322231,"ликвидированное","07.2015"
7017324655,"активное","20.02.2013"
7017324750,"активное","21.02.2013"
7017326660,"активное","21.03.2013"
7017328748,"ликвидированное","05.2019"
7017328995,"активное","18.04.2013"
7017329928,"ликвидированное","09.2017"
7017331067,"активное","24.05.2013"
7017331420,"ликвидированное","11.2016"
7017332110,"ликвидированное","05.2015"
7017333057,"в стадии ликвидации","06.2013"
7017334780,"активное","25.07.2013"
7017336121,"ликвидированное","11.2016"
7017337598,"активное","11.09.2013"
7017338087,"активное","20.09.2013"
7017338425,"ликвидированное","12.2015"
7017338930,"ликвидированное","07.2019"
7017341072,"активное","08.11.2013"
7017341146,"ликвидированное","05.2019"
7017342220,"ликвидированное","03.2018"
7017343979,"активное","13.12.2013"
7017344066,"активное","16.12.2013"
7017345510,"ликвидированное","03.2019"
7017347109,"активное","04.02.2014"
7017347388,"ликвидированное","07.2019"
7017347719,"ликвидированное","03.2019"
7017347998,"активное","13.02.2014"
7017348134,"активное","17.02.2014"
7017348374,"активное","19.02.2014"
7017348744,"ликвидированное","07.2019"
7017349272,"активное","04.03.2014"
7017350743,"ликвидированное","03.2017"
7017351095,"ликвидированное","07.2019"
7017351754,"активное","08.04.2014"
7017355075,"ликвидированное","10.2018"
7017356061,"активное","11.06.2014"
7017356590,"ликвидированное","06.2016"
7017357499,"активное","10.07.2014"
7017357851,"активное","17.07.2014"
7017358421,"ликвидированное","04.2016"
7017358693,"активное","30.07.2014"
7017358774,"активное","31.07.2014"
7017358975,"ликвидированное","05.2019"
7017359898,"ликвидированное","02.2018"
7017360082,"ликвидированное","07.2019"
7017360607,"ликвидированное","11.2018"
7017361255,"активное","08.09.2014"
7017364760,"активное","07.11.2014"
7017365500,"активное","20.11.2014"
7017365531,"активное","20.11.2014"
7017365700,"ликвидированное","01.2019"
7017365884,"ликвидированное","06.2017"
7017366486,"ликвидированное","03.2018"
7017368557,"ликвидированное","09.2019"
7017369504,"ликвидированное","10.2018"
7017369568,"ликвидированное","10.2018"
7017369832,"активное","06.02.2015"
7017370764,"активное","18.02.2015"
7017371493,"активное","26.02.2015"
7017371542,"активное","27.02.2015"
7017372497,"активное","12.03.2015"
7017373074,"ликвидированное","10.2018"
7017373099,"ликвидированное","10.2018"
7017373444,"ликвидированное","03.2018"
7017374776,"активное","10.04.2015"
7017374938,"активное","14.04.2015"
7017375000,"активное","14.04.2015"
7017375057,"ликвидированное","11.2017"
7017375579,"активное","22.04.2015"
7017376075,"активное","28.04.2015"
7017376766,"ликвидированное","04.2018"
7017376815,"активное","13.05.2015"
7017377061,"активное","15.05.2015"
7017378636,"ликвидированное","10.2019"
7017380064,"ликвидированное","11.2018"
7017380748,"активное","10.07.2015"
7017380882,"ликвидированное","09.2018"
7017382103,"активное","31.07.2015"
7017382110,"ликвидированное","12.2018"
7017386517,"ликвидированное","02.2020"
7017386838,"активное","14.10.2015"
7017386884,"активное","15.10.2015"
7017387630,"активное","27.10.2015"
7017387782,"ликвидированное","11.2018"
7017389162,"ликвидированное","10.2017"
7017389194,"активное","18.11.2015"
7017389250,"активное","18.11.2015"
7017390023,"ликвидированное","09.2019"
7017390707,"ликвидированное","05.2019"
7017391080,"ликвидированное","06.2018"
7017391193,"ликвидированное","11.2018"
7017391651,"ликвидированное","12.2017"
7017392366,"активное","22.12.2015"
7017393320,"ликвидированное","02.2019"
7017394275,"ликвидированное","07.2019"
7017394444,"в стадии ликвидации","01.2016"
7017398167,"ликвидированное","04.2019"
7017398897,"ликвидированное","06.2018"
7017399386,"активное","08.04.2016"
7017399587,"ликвидированное","12.2018"
7017400360,"ликвидированное","12.2018"
7017400810,"активное","28.04.2016"
7017402670,"активное","27.05.2016"
7017403120,"активное","02.06.2016"
7017404501,"активное","24.06.2016"
7017405576,"активное","11.07.2016"
7017405826,"ликвидированное","12.2018"
7017408626,"активное","02.09.2016"
7017408707,"активное","05.09.2016"
7017411322,"активное","11.10.2016"
7017412164,"активное","25.10.2016"
7017412372,"ликвидированное","12.2018"
7017412735,"ликвидированное","11.2019"
7017415415,"активное","14.12.2016"
7017416507,"активное","27.12.2016"
7017417324,"ликвидированное","10.2019"
7017418102,"активное","26.01.2017"
7017419459,"активное","15.02.2017"
7017421747,"в стадии ликвидации","03.2017"
7017421909,"активное","29.03.2017"
7017422081,"активное","30.03.2017"
7017422331,"активное","03.04.2017"
7017423818,"активное","25.04.2017"
7017425389,"активное","19.05.2017"
7017425526,"активное","23.05.2017"
7017426551,"активное","08.06.2017"
7017427185,"активное","20.06.2017"
7017427805,"активное","30.06.2017"
7017427925,"активное","03.07.2017"
7017428580,"активное","14.07.2017"
7017429714,"активное","07.08.2017"
7017430318,"активное","21.08.2017"
7017431992,"ликвидированное","10.2019"
7017432097,"ликвидированное","11.2019"
7017432227,"активное","22.09.2017"
7017432636,"активное","28.09.2017"
7017432925,"активное","04.10.2017"
7017433100,"активное","09.10.2017"
7017433365,"ликвидированное","01.2020"
7017433647,"активное","17.10.2017"
7017433809,"активное","19.10.2017"
7017433982,"активное","23.10.2017"
7017434432,"в стадии ликвидации","10.2017"
7017435228,"активное","13.11.2017"
7017435860,"активное","24.11.2017"
7017436020,"активное","28.11.2017"
7017436158,"активное","29.11.2017"
7017437056,"активное","15.12.2017"
7017437391,"ликвидированное","01.2020"
7017438081,"активное","10.01.2018"
7017438998,"в стадии ликвидации","02.2018"
7017439159,"активное","02.02.2018"
7017440411,"активное","20.02.2018"
7017440690,"активное","26.02.2018"
7017441616,"активное","14.03.2018"
7017442539,"активное","28.03.2018"
7017445025,"активное","10.05.2018"
7017445610,"активное","23.05.2018"
7017448812,"активное","06.08.2018"
7017450949,"активное","25.09.2018"
7017454460,"активное","25.12.2018"
7018039964,"активное","20.11.2002"
7018044026,"активное","19.12.2002"
7020006050,"ликвидированное","11.2017"
7022000215,"ликвидированное","02.2018"
7022001515,"в стадии ликвидации","04.2016"
7022001650,"активное","27.04.2016"
7022005333,"активное","12.02.2018"
7022012034,"активное","10.04.2003"
7022013655,"активное","27.04.2005"
7022019262,"ликвидированное","06.2017"
7022019752,"ликвидированное","06.2017"
7022020050,"активное","12.02.2014"
7022020067,"ликвидированное","02.2019"
7022200180,"активное","09.10.2014"
7024032420,"ликвидированное","07.2019"
